,Company,Product,Total State Complaints
13472,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13473,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13474,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13475,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13476,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13477,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13478,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13479,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13480,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13481,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13482,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13483,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13484,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13485,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13486,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13487,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13488,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13489,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13490,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13491,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13492,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13493,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13494,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13495,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13496,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13497,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13498,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13499,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13500,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13501,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13502,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13503,ENCORE CAPITAL GROUP INC.,Vehicle loan or lease,0
13504,ENCORE CAPITAL GROUP INC.,Mortgage,1
13505,ENCORE CAPITAL GROUP INC.,Mortgage,0
13506,ENCORE CAPITAL GROUP INC.,Mortgage,5
13507,ENCORE CAPITAL GROUP INC.,Mortgage,0
13508,ENCORE CAPITAL GROUP INC.,Mortgage,0
13509,ENCORE CAPITAL GROUP INC.,Mortgage,1
13510,ENCORE CAPITAL GROUP INC.,Mortgage,0
13511,ENCORE CAPITAL GROUP INC.,Mortgage,0
13512,ENCORE CAPITAL GROUP INC.,Mortgage,1
13513,ENCORE CAPITAL GROUP INC.,Mortgage,0
13514,ENCORE CAPITAL GROUP INC.,Mortgage,0
13515,ENCORE CAPITAL GROUP INC.,Mortgage,3
13516,ENCORE CAPITAL GROUP INC.,Mortgage,1
13517,ENCORE CAPITAL GROUP INC.,Mortgage,1
13518,ENCORE CAPITAL GROUP INC.,Mortgage,0
13519,ENCORE CAPITAL GROUP INC.,Mortgage,0
13520,ENCORE CAPITAL GROUP INC.,Mortgage,0
13521,ENCORE CAPITAL GROUP INC.,Mortgage,0
13522,ENCORE CAPITAL GROUP INC.,Mortgage,0
13523,ENCORE CAPITAL GROUP INC.,Mortgage,0
13524,ENCORE CAPITAL GROUP INC.,Mortgage,4
13525,ENCORE CAPITAL GROUP INC.,Mortgage,1
13526,ENCORE CAPITAL GROUP INC.,Mortgage,0
13527,ENCORE CAPITAL GROUP INC.,Mortgage,0
13528,ENCORE CAPITAL GROUP INC.,Mortgage,0
13529,ENCORE CAPITAL GROUP INC.,Mortgage,0
13530,ENCORE CAPITAL GROUP INC.,Mortgage,0
13531,ENCORE CAPITAL GROUP INC.,Mortgage,1
13532,ENCORE CAPITAL GROUP INC.,Mortgage,0
13533,ENCORE CAPITAL GROUP INC.,Mortgage,0
13534,ENCORE CAPITAL GROUP INC.,Mortgage,0
13535,ENCORE CAPITAL GROUP INC.,Mortgage,0
13536,ENCORE CAPITAL GROUP INC.,Mortgage,0
13537,ENCORE CAPITAL GROUP INC.,Mortgage,0
13538,ENCORE CAPITAL GROUP INC.,Mortgage,0
13539,ENCORE CAPITAL GROUP INC.,Mortgage,0
13540,ENCORE CAPITAL GROUP INC.,Mortgage,0
13541,ENCORE CAPITAL GROUP INC.,Mortgage,0
13542,ENCORE CAPITAL GROUP INC.,Mortgage,0
13543,ENCORE CAPITAL GROUP INC.,Mortgage,0
13544,ENCORE CAPITAL GROUP INC.,Mortgage,0
13545,ENCORE CAPITAL GROUP INC.,Mortgage,0
13546,ENCORE CAPITAL GROUP INC.,Mortgage,1
13547,ENCORE CAPITAL GROUP INC.,Mortgage,0
13548,ENCORE CAPITAL GROUP INC.,Mortgage,0
13549,ENCORE CAPITAL GROUP INC.,Mortgage,0
13550,ENCORE CAPITAL GROUP INC.,Mortgage,0
13551,ENCORE CAPITAL GROUP INC.,Mortgage,0
13552,ENCORE CAPITAL GROUP INC.,Mortgage,0
13553,ENCORE CAPITAL GROUP INC.,Mortgage,0
13554,ENCORE CAPITAL GROUP INC.,Mortgage,0
13555,ENCORE CAPITAL GROUP INC.,Mortgage,1
13556,ENCORE CAPITAL GROUP INC.,Mortgage,0
13557,ENCORE CAPITAL GROUP INC.,Mortgage,0
13558,ENCORE CAPITAL GROUP INC.,Mortgage,0
13559,ENCORE CAPITAL GROUP INC.,Mortgage,0
13560,ENCORE CAPITAL GROUP INC.,Mortgage,0
13561,ENCORE CAPITAL GROUP INC.,Mortgage,0
13562,ENCORE CAPITAL GROUP INC.,Mortgage,0
13563,ENCORE CAPITAL GROUP INC.,Mortgage,0
13564,ENCORE CAPITAL GROUP INC.,Mortgage,0
13565,ENCORE CAPITAL GROUP INC.,Mortgage,0
13566,ENCORE CAPITAL GROUP INC.,Mortgage,0
13567,ENCORE CAPITAL GROUP INC.,Mortgage,0
13568,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13569,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13570,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13571,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13572,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13573,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13574,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13575,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13576,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13577,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13578,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",1
13579,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13580,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",1
13581,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",1
13582,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13583,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13584,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13585,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13586,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13587,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13588,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",1
13589,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13590,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",1
13591,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13592,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13593,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13594,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13595,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13596,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13597,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13598,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13599,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",1
13600,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13601,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13602,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13603,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13604,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13605,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13606,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13607,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13608,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13609,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13610,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13611,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13612,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13613,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13614,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13615,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13616,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13617,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13618,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13619,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13620,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13621,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13622,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13623,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13624,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13625,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13626,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13627,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13628,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13629,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13630,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13631,ENCORE CAPITAL GROUP INC.,"Payday loan, title loan, or personal loan",0
13632,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13633,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13634,ENCORE CAPITAL GROUP INC.,Bank account or service,2
13635,ENCORE CAPITAL GROUP INC.,Bank account or service,3
13636,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13637,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13638,ENCORE CAPITAL GROUP INC.,Bank account or service,2
13639,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13640,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13641,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13642,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13643,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13644,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13645,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13646,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13647,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13648,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13649,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13650,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13651,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13652,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13653,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13654,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13655,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13656,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13657,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13658,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13659,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13660,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13661,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13662,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13663,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13664,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13665,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13666,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13667,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13668,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13669,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13670,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13671,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13672,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13673,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13674,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13675,ENCORE CAPITAL GROUP INC.,Bank account or service,1
13676,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13677,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13678,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13679,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13680,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13681,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13682,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13683,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13684,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13685,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13686,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13687,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13688,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13689,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13690,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13691,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13692,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13693,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13694,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13695,ENCORE CAPITAL GROUP INC.,Bank account or service,0
13696,ENCORE CAPITAL GROUP INC.,Credit card,4
13697,ENCORE CAPITAL GROUP INC.,Credit card,2
13698,ENCORE CAPITAL GROUP INC.,Credit card,28
13699,ENCORE CAPITAL GROUP INC.,Credit card,11
13700,ENCORE CAPITAL GROUP INC.,Credit card,8
13701,ENCORE CAPITAL GROUP INC.,Credit card,5
13702,ENCORE CAPITAL GROUP INC.,Credit card,1
13703,ENCORE CAPITAL GROUP INC.,Credit card,3
13704,ENCORE CAPITAL GROUP INC.,Credit card,6
13705,ENCORE CAPITAL GROUP INC.,Credit card,6
13706,ENCORE CAPITAL GROUP INC.,Credit card,3
13707,ENCORE CAPITAL GROUP INC.,Credit card,19
13708,ENCORE CAPITAL GROUP INC.,Credit card,1
13709,ENCORE CAPITAL GROUP INC.,Credit card,6
13710,ENCORE CAPITAL GROUP INC.,Credit card,6
13711,ENCORE CAPITAL GROUP INC.,Credit card,0
13712,ENCORE CAPITAL GROUP INC.,Credit card,3
13713,ENCORE CAPITAL GROUP INC.,Credit card,1
13714,ENCORE CAPITAL GROUP INC.,Credit card,0
13715,ENCORE CAPITAL GROUP INC.,Credit card,2
13716,ENCORE CAPITAL GROUP INC.,Credit card,5
13717,ENCORE CAPITAL GROUP INC.,Credit card,2
13718,ENCORE CAPITAL GROUP INC.,Credit card,4
13719,ENCORE CAPITAL GROUP INC.,Credit card,7
13720,ENCORE CAPITAL GROUP INC.,Credit card,3
13721,ENCORE CAPITAL GROUP INC.,Credit card,6
13722,ENCORE CAPITAL GROUP INC.,Credit card,1
13723,ENCORE CAPITAL GROUP INC.,Credit card,1
13724,ENCORE CAPITAL GROUP INC.,Credit card,0
13725,ENCORE CAPITAL GROUP INC.,Credit card,2
13726,ENCORE CAPITAL GROUP INC.,Credit card,2
13727,ENCORE CAPITAL GROUP INC.,Credit card,1
13728,ENCORE CAPITAL GROUP INC.,Credit card,1
13729,ENCORE CAPITAL GROUP INC.,Credit card,1
13730,ENCORE CAPITAL GROUP INC.,Credit card,4
13731,ENCORE CAPITAL GROUP INC.,Credit card,4
13732,ENCORE CAPITAL GROUP INC.,Credit card,2
13733,ENCORE CAPITAL GROUP INC.,Credit card,3
13734,ENCORE CAPITAL GROUP INC.,Credit card,3
13735,ENCORE CAPITAL GROUP INC.,Credit card,0
13736,ENCORE CAPITAL GROUP INC.,Credit card,0
13737,ENCORE CAPITAL GROUP INC.,Credit card,3
13738,ENCORE CAPITAL GROUP INC.,Credit card,1
13739,ENCORE CAPITAL GROUP INC.,Credit card,2
13740,ENCORE CAPITAL GROUP INC.,Credit card,0
13741,ENCORE CAPITAL GROUP INC.,Credit card,3
13742,ENCORE CAPITAL GROUP INC.,Credit card,0
13743,ENCORE CAPITAL GROUP INC.,Credit card,1
13744,ENCORE CAPITAL GROUP INC.,Credit card,0
13745,ENCORE CAPITAL GROUP INC.,Credit card,1
13746,ENCORE CAPITAL GROUP INC.,Credit card,0
13747,ENCORE CAPITAL GROUP INC.,Credit card,0
13748,ENCORE CAPITAL GROUP INC.,Credit card,0
13749,ENCORE CAPITAL GROUP INC.,Credit card,0
13750,ENCORE CAPITAL GROUP INC.,Credit card,0
13751,ENCORE CAPITAL GROUP INC.,Credit card,0
13752,ENCORE CAPITAL GROUP INC.,Credit card,0
13753,ENCORE CAPITAL GROUP INC.,Credit card,0
13754,ENCORE CAPITAL GROUP INC.,Credit card,0
13755,ENCORE CAPITAL GROUP INC.,Credit card,0
13756,ENCORE CAPITAL GROUP INC.,Credit card,0
13757,ENCORE CAPITAL GROUP INC.,Credit card,0
13758,ENCORE CAPITAL GROUP INC.,Credit card,0
13759,ENCORE CAPITAL GROUP INC.,Credit card,0
13760,ENCORE CAPITAL GROUP INC.,Credit reporting,4
13761,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13762,ENCORE CAPITAL GROUP INC.,Credit reporting,13
13763,ENCORE CAPITAL GROUP INC.,Credit reporting,17
13764,ENCORE CAPITAL GROUP INC.,Credit reporting,2
13765,ENCORE CAPITAL GROUP INC.,Credit reporting,3
13766,ENCORE CAPITAL GROUP INC.,Credit reporting,1
13767,ENCORE CAPITAL GROUP INC.,Credit reporting,1
13768,ENCORE CAPITAL GROUP INC.,Credit reporting,2
13769,ENCORE CAPITAL GROUP INC.,Credit reporting,6
13770,ENCORE CAPITAL GROUP INC.,Credit reporting,1
13771,ENCORE CAPITAL GROUP INC.,Credit reporting,17
13772,ENCORE CAPITAL GROUP INC.,Credit reporting,2
13773,ENCORE CAPITAL GROUP INC.,Credit reporting,3
13774,ENCORE CAPITAL GROUP INC.,Credit reporting,7
13775,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13776,ENCORE CAPITAL GROUP INC.,Credit reporting,4
13777,ENCORE CAPITAL GROUP INC.,Credit reporting,3
13778,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13779,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13780,ENCORE CAPITAL GROUP INC.,Credit reporting,2
13781,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13782,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13783,ENCORE CAPITAL GROUP INC.,Credit reporting,4
13784,ENCORE CAPITAL GROUP INC.,Credit reporting,3
13785,ENCORE CAPITAL GROUP INC.,Credit reporting,1
13786,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13787,ENCORE CAPITAL GROUP INC.,Credit reporting,3
13788,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13789,ENCORE CAPITAL GROUP INC.,Credit reporting,3
13790,ENCORE CAPITAL GROUP INC.,Credit reporting,1
13791,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13792,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13793,ENCORE CAPITAL GROUP INC.,Credit reporting,0
13794,ENCORE CAPITAL GROUP INC.,Credit reporting,0
