,Company,Product,Total Company response to consumer Complaints
2176,PNC Bank N.A.,Debt collection,0
2177,PNC Bank N.A.,Debt collection,0
2178,PNC Bank N.A.,"Money transfer, virtual currency, or money service",1568
2179,PNC Bank N.A.,"Money transfer, virtual currency, or money service",20
2180,PNC Bank N.A.,"Money transfer, virtual currency, or money service",49
2181,PNC Bank N.A.,"Money transfer, virtual currency, or money service",0
2182,PNC Bank N.A.,"Money transfer, virtual currency, or money service",0
2183,PNC Bank N.A.,"Money transfer, virtual currency, or money service",0
2184,PNC Bank N.A.,"Money transfer, virtual currency, or money service",0
2185,PNC Bank N.A.,"Money transfer, virtual currency, or money service",0
2186,PNC Bank N.A.,"Money transfer, virtual currency, or money service",0
2187,PNC Bank N.A.,Student loan,93
2188,PNC Bank N.A.,Student loan,1
2189,PNC Bank N.A.,Student loan,1
2190,PNC Bank N.A.,Student loan,2
2191,PNC Bank N.A.,Student loan,0
2192,PNC Bank N.A.,Student loan,4
2193,PNC Bank N.A.,Student loan,1
2194,PNC Bank N.A.,Student loan,2
2195,PNC Bank N.A.,Student loan,0
2196,PNC Bank N.A.,Vehicle loan or lease,294
2197,PNC Bank N.A.,Vehicle loan or lease,14
2198,PNC Bank N.A.,Vehicle loan or lease,41
2199,PNC Bank N.A.,Vehicle loan or lease,2
2200,PNC Bank N.A.,Vehicle loan or lease,0
2201,PNC Bank N.A.,Vehicle loan or lease,0
2202,PNC Bank N.A.,Vehicle loan or lease,0
2203,PNC Bank N.A.,Vehicle loan or lease,0
2204,PNC Bank N.A.,Vehicle loan or lease,0
2205,PNC Bank N.A.,Mortgage,5128
2206,PNC Bank N.A.,Mortgage,37
2207,PNC Bank N.A.,Mortgage,111
2208,PNC Bank N.A.,Mortgage,185
2209,PNC Bank N.A.,Mortgage,9
2210,PNC Bank N.A.,Mortgage,304
2211,PNC Bank N.A.,Mortgage,158
2212,PNC Bank N.A.,Mortgage,39
2213,PNC Bank N.A.,Mortgage,0
2214,PNC Bank N.A.,"Payday loan, title loan, or personal loan",304
2215,PNC Bank N.A.,"Payday loan, title loan, or personal loan",6
2216,PNC Bank N.A.,"Payday loan, title loan, or personal loan",13
2217,PNC Bank N.A.,"Payday loan, title loan, or personal loan",2
2218,PNC Bank N.A.,"Payday loan, title loan, or personal loan",0
2219,PNC Bank N.A.,"Payday loan, title loan, or personal loan",0
2220,PNC Bank N.A.,"Payday loan, title loan, or personal loan",0
2221,PNC Bank N.A.,"Payday loan, title loan, or personal loan",0
2222,PNC Bank N.A.,"Payday loan, title loan, or personal loan",0
2223,PNC Bank N.A.,Bank account or service,2487
2224,PNC Bank N.A.,Bank account or service,0
2225,PNC Bank N.A.,Bank account or service,535
2226,PNC Bank N.A.,Bank account or service,94
2227,PNC Bank N.A.,Bank account or service,0
2228,PNC Bank N.A.,Bank account or service,220
2229,PNC Bank N.A.,Bank account or service,87
2230,PNC Bank N.A.,Bank account or service,67
2231,PNC Bank N.A.,Bank account or service,0
2232,PNC Bank N.A.,Credit card,315
2233,PNC Bank N.A.,Credit card,0
2234,PNC Bank N.A.,Credit card,47
2235,PNC Bank N.A.,Credit card,23
2236,PNC Bank N.A.,Credit card,0
2237,PNC Bank N.A.,Credit card,77
2238,PNC Bank N.A.,Credit card,18
2239,PNC Bank N.A.,Credit card,14
2240,PNC Bank N.A.,Credit card,0
2241,PNC Bank N.A.,Credit reporting,23
2242,PNC Bank N.A.,Credit reporting,0
2243,PNC Bank N.A.,Credit reporting,0
2244,PNC Bank N.A.,Credit reporting,4
2245,PNC Bank N.A.,Credit reporting,0
2246,PNC Bank N.A.,Credit reporting,2
2247,PNC Bank N.A.,Credit reporting,0
2248,PNC Bank N.A.,Credit reporting,0
2249,PNC Bank N.A.,Credit reporting,0
2250,PNC Bank N.A.,Consumer Loan,269
2251,PNC Bank N.A.,Consumer Loan,0
2252,PNC Bank N.A.,Consumer Loan,16
2253,PNC Bank N.A.,Consumer Loan,11
2254,PNC Bank N.A.,Consumer Loan,0
2255,PNC Bank N.A.,Consumer Loan,23
2256,PNC Bank N.A.,Consumer Loan,13
2257,PNC Bank N.A.,Consumer Loan,3
2258,PNC Bank N.A.,Consumer Loan,0
2259,PNC Bank N.A.,Prepaid card,11
2260,PNC Bank N.A.,Prepaid card,0
2261,PNC Bank N.A.,Prepaid card,2
2262,PNC Bank N.A.,Prepaid card,0
2263,PNC Bank N.A.,Prepaid card,0
2264,PNC Bank N.A.,Prepaid card,0
2265,PNC Bank N.A.,Prepaid card,0
2266,PNC Bank N.A.,Prepaid card,0
2267,PNC Bank N.A.,Prepaid card,0
2268,PNC Bank N.A.,Money transfers,24
2269,PNC Bank N.A.,Money transfers,0
2270,PNC Bank N.A.,Money transfers,14
2271,PNC Bank N.A.,Money transfers,0
2272,PNC Bank N.A.,Money transfers,0
2273,PNC Bank N.A.,Money transfers,1
2274,PNC Bank N.A.,Money transfers,0
2275,PNC Bank N.A.,Money transfers,0
2276,PNC Bank N.A.,Money transfers,0
2277,PNC Bank N.A.,Other financial service,10
2278,PNC Bank N.A.,Other financial service,0
2279,PNC Bank N.A.,Other financial service,2
2280,PNC Bank N.A.,Other financial service,0
2281,PNC Bank N.A.,Other financial service,0
2282,PNC Bank N.A.,Other financial service,0
2283,PNC Bank N.A.,Other financial service,0
2284,PNC Bank N.A.,Other financial service,0
2285,PNC Bank N.A.,Other financial service,0
2286,PNC Bank N.A.,Payday loan,4
2287,PNC Bank N.A.,Payday loan,0
2288,PNC Bank N.A.,Payday loan,0
2289,PNC Bank N.A.,Payday loan,0
2290,PNC Bank N.A.,Payday loan,0
2291,PNC Bank N.A.,Payday loan,0
2292,PNC Bank N.A.,Payday loan,0
2293,PNC Bank N.A.,Payday loan,0
2294,PNC Bank N.A.,Payday loan,0
2295,PORTFOLIO RECOVERY ASSOCIATES INC,Checking or savings account,1
2296,PORTFOLIO RECOVERY ASSOCIATES INC,Checking or savings account,0
2297,PORTFOLIO RECOVERY ASSOCIATES INC,Checking or savings account,0
2298,PORTFOLIO RECOVERY ASSOCIATES INC,Checking or savings account,0
2299,PORTFOLIO RECOVERY ASSOCIATES INC,Checking or savings account,0
2300,PORTFOLIO RECOVERY ASSOCIATES INC,Checking or savings account,0
2301,PORTFOLIO RECOVERY ASSOCIATES INC,Checking or savings account,0
2302,PORTFOLIO RECOVERY ASSOCIATES INC,Checking or savings account,0
2303,PORTFOLIO RECOVERY ASSOCIATES INC,Checking or savings account,0
2304,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card or prepaid card,100
2305,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card or prepaid card,0
2306,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card or prepaid card,0
2307,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card or prepaid card,27
2308,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card or prepaid card,0
2309,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card or prepaid card,0
2310,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card or prepaid card,0
2311,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card or prepaid card,0
2312,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card or prepaid card,0
2313,PORTFOLIO RECOVERY ASSOCIATES INC,"Credit reporting, credit repair services, or other personal consumer reports",2519
2314,PORTFOLIO RECOVERY ASSOCIATES INC,"Credit reporting, credit repair services, or other personal consumer reports",3
2315,PORTFOLIO RECOVERY ASSOCIATES INC,"Credit reporting, credit repair services, or other personal consumer reports",0
2316,PORTFOLIO RECOVERY ASSOCIATES INC,"Credit reporting, credit repair services, or other personal consumer reports",525
2317,PORTFOLIO RECOVERY ASSOCIATES INC,"Credit reporting, credit repair services, or other personal consumer reports",0
2318,PORTFOLIO RECOVERY ASSOCIATES INC,"Credit reporting, credit repair services, or other personal consumer reports",0
2319,PORTFOLIO RECOVERY ASSOCIATES INC,"Credit reporting, credit repair services, or other personal consumer reports",0
2320,PORTFOLIO RECOVERY ASSOCIATES INC,"Credit reporting, credit repair services, or other personal consumer reports",0
2321,PORTFOLIO RECOVERY ASSOCIATES INC,"Credit reporting, credit repair services, or other personal consumer reports",0
2322,PORTFOLIO RECOVERY ASSOCIATES INC,Debt collection,11474
2323,PORTFOLIO RECOVERY ASSOCIATES INC,Debt collection,1
2324,PORTFOLIO RECOVERY ASSOCIATES INC,Debt collection,5
2325,PORTFOLIO RECOVERY ASSOCIATES INC,Debt collection,5811
2326,PORTFOLIO RECOVERY ASSOCIATES INC,Debt collection,0
2327,PORTFOLIO RECOVERY ASSOCIATES INC,Debt collection,0
2328,PORTFOLIO RECOVERY ASSOCIATES INC,Debt collection,0
2329,PORTFOLIO RECOVERY ASSOCIATES INC,Debt collection,0
2330,PORTFOLIO RECOVERY ASSOCIATES INC,Debt collection,0
2331,PORTFOLIO RECOVERY ASSOCIATES INC,"Money transfer, virtual currency, or money service",3
2332,PORTFOLIO RECOVERY ASSOCIATES INC,"Money transfer, virtual currency, or money service",0
2333,PORTFOLIO RECOVERY ASSOCIATES INC,"Money transfer, virtual currency, or money service",0
2334,PORTFOLIO RECOVERY ASSOCIATES INC,"Money transfer, virtual currency, or money service",0
2335,PORTFOLIO RECOVERY ASSOCIATES INC,"Money transfer, virtual currency, or money service",0
2336,PORTFOLIO RECOVERY ASSOCIATES INC,"Money transfer, virtual currency, or money service",0
2337,PORTFOLIO RECOVERY ASSOCIATES INC,"Money transfer, virtual currency, or money service",0
2338,PORTFOLIO RECOVERY ASSOCIATES INC,"Money transfer, virtual currency, or money service",0
2339,PORTFOLIO RECOVERY ASSOCIATES INC,"Money transfer, virtual currency, or money service",0
2340,PORTFOLIO RECOVERY ASSOCIATES INC,Student loan,1
2341,PORTFOLIO RECOVERY ASSOCIATES INC,Student loan,0
2342,PORTFOLIO RECOVERY ASSOCIATES INC,Student loan,0
2343,PORTFOLIO RECOVERY ASSOCIATES INC,Student loan,1
2344,PORTFOLIO RECOVERY ASSOCIATES INC,Student loan,0
2345,PORTFOLIO RECOVERY ASSOCIATES INC,Student loan,0
2346,PORTFOLIO RECOVERY ASSOCIATES INC,Student loan,0
2347,PORTFOLIO RECOVERY ASSOCIATES INC,Student loan,0
2348,PORTFOLIO RECOVERY ASSOCIATES INC,Student loan,0
2349,PORTFOLIO RECOVERY ASSOCIATES INC,Vehicle loan or lease,7
2350,PORTFOLIO RECOVERY ASSOCIATES INC,Vehicle loan or lease,0
2351,PORTFOLIO RECOVERY ASSOCIATES INC,Vehicle loan or lease,0
2352,PORTFOLIO RECOVERY ASSOCIATES INC,Vehicle loan or lease,1
2353,PORTFOLIO RECOVERY ASSOCIATES INC,Vehicle loan or lease,0
2354,PORTFOLIO RECOVERY ASSOCIATES INC,Vehicle loan or lease,0
2355,PORTFOLIO RECOVERY ASSOCIATES INC,Vehicle loan or lease,0
2356,PORTFOLIO RECOVERY ASSOCIATES INC,Vehicle loan or lease,0
2357,PORTFOLIO RECOVERY ASSOCIATES INC,Vehicle loan or lease,0
2358,PORTFOLIO RECOVERY ASSOCIATES INC,Mortgage,5
2359,PORTFOLIO RECOVERY ASSOCIATES INC,Mortgage,0
2360,PORTFOLIO RECOVERY ASSOCIATES INC,Mortgage,0
2361,PORTFOLIO RECOVERY ASSOCIATES INC,Mortgage,6
2362,PORTFOLIO RECOVERY ASSOCIATES INC,Mortgage,0
2363,PORTFOLIO RECOVERY ASSOCIATES INC,Mortgage,0
2364,PORTFOLIO RECOVERY ASSOCIATES INC,Mortgage,0
2365,PORTFOLIO RECOVERY ASSOCIATES INC,Mortgage,0
2366,PORTFOLIO RECOVERY ASSOCIATES INC,Mortgage,0
2367,PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
2368,PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
2369,PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
2370,PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",2
2371,PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
2372,PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
2373,PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
2374,PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
2375,PORTFOLIO RECOVERY ASSOCIATES INC,"Payday loan, title loan, or personal loan",0
2376,PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,1
2377,PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
2378,PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
2379,PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,8
2380,PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
2381,PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
2382,PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
2383,PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
2384,PORTFOLIO RECOVERY ASSOCIATES INC,Bank account or service,0
2385,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,61
2386,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,0
2387,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,0
2388,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,42
2389,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,0
2390,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,0
2391,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,0
2392,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,0
2393,PORTFOLIO RECOVERY ASSOCIATES INC,Credit card,0
2394,PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,53
2395,PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,0
2396,PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,0
2397,PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,27
2398,PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,0
2399,PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,0
2400,PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,0
2401,PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,0
2402,PORTFOLIO RECOVERY ASSOCIATES INC,Credit reporting,0
2403,PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,27
2404,PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,0
2405,PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,0
2406,PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,20
2407,PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,0
2408,PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,0
2409,PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,0
2410,PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,0
2411,PORTFOLIO RECOVERY ASSOCIATES INC,Consumer Loan,0
2412,PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
2413,PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
2414,PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
2415,PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,1
2416,PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
2417,PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
2418,PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
2419,PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
2420,PORTFOLIO RECOVERY ASSOCIATES INC,Prepaid card,0
2421,PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
2422,PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
2423,PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
2424,PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
2425,PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
2426,PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
2427,PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
2428,PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
2429,PORTFOLIO RECOVERY ASSOCIATES INC,Money transfers,0
2430,PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
2431,PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
2432,PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
2433,PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
2434,PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
2435,PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
2436,PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
2437,PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
2438,PORTFOLIO RECOVERY ASSOCIATES INC,Other financial service,0
2439,PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,2
2440,PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
2441,PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
2442,PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,2
2443,PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
2444,PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
2445,PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
2446,PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
2447,PORTFOLIO RECOVERY ASSOCIATES INC,Payday loan,0
2448,AMERICAN EXPRESS COMPANY,Checking or savings account,427
2449,AMERICAN EXPRESS COMPANY,Checking or savings account,0
2450,AMERICAN EXPRESS COMPANY,Checking or savings account,153
2451,AMERICAN EXPRESS COMPANY,Checking or savings account,81
2452,AMERICAN EXPRESS COMPANY,Checking or savings account,0
2453,AMERICAN EXPRESS COMPANY,Checking or savings account,0
2454,AMERICAN EXPRESS COMPANY,Checking or savings account,0
2455,AMERICAN EXPRESS COMPANY,Checking or savings account,0
2456,AMERICAN EXPRESS COMPANY,Checking or savings account,0
2457,AMERICAN EXPRESS COMPANY,Credit card or prepaid card,7252
2458,AMERICAN EXPRESS COMPANY,Credit card or prepaid card,7
2459,AMERICAN EXPRESS COMPANY,Credit card or prepaid card,1760
2460,AMERICAN EXPRESS COMPANY,Credit card or prepaid card,1256
2461,AMERICAN EXPRESS COMPANY,Credit card or prepaid card,0
2462,AMERICAN EXPRESS COMPANY,Credit card or prepaid card,0
2463,AMERICAN EXPRESS COMPANY,Credit card or prepaid card,0
2464,AMERICAN EXPRESS COMPANY,Credit card or prepaid card,0
2465,AMERICAN EXPRESS COMPANY,Credit card or prepaid card,0
2466,AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",1940
2467,AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",2
2468,AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",37
2469,AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",541
2470,AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
2471,AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
2472,AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
2473,AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
2474,AMERICAN EXPRESS COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
2475,AMERICAN EXPRESS COMPANY,Debt collection,1319
2476,AMERICAN EXPRESS COMPANY,Debt collection,2
2477,AMERICAN EXPRESS COMPANY,Debt collection,56
2478,AMERICAN EXPRESS COMPANY,Debt collection,646
2479,AMERICAN EXPRESS COMPANY,Debt collection,0
2480,AMERICAN EXPRESS COMPANY,Debt collection,1
2481,AMERICAN EXPRESS COMPANY,Debt collection,0
2482,AMERICAN EXPRESS COMPANY,Debt collection,0
2483,AMERICAN EXPRESS COMPANY,Debt collection,0
2484,AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",89
2485,AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",1
2486,AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",15
2487,AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",7
2488,AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",0
2489,AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",0
2490,AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",0
2491,AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",0
2492,AMERICAN EXPRESS COMPANY,"Money transfer, virtual currency, or money service",0
2493,AMERICAN EXPRESS COMPANY,Student loan,1
2494,AMERICAN EXPRESS COMPANY,Student loan,0
2495,AMERICAN EXPRESS COMPANY,Student loan,0
2496,AMERICAN EXPRESS COMPANY,Student loan,0
2497,AMERICAN EXPRESS COMPANY,Student loan,0
2498,AMERICAN EXPRESS COMPANY,Student loan,0
2499,AMERICAN EXPRESS COMPANY,Student loan,0
2500,AMERICAN EXPRESS COMPANY,Student loan,0
2501,AMERICAN EXPRESS COMPANY,Student loan,0
2502,AMERICAN EXPRESS COMPANY,Vehicle loan or lease,1
2503,AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
2504,AMERICAN EXPRESS COMPANY,Vehicle loan or lease,1
2505,AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
2506,AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
2507,AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
2508,AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
2509,AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
2510,AMERICAN EXPRESS COMPANY,Vehicle loan or lease,0
2511,AMERICAN EXPRESS COMPANY,Mortgage,9
2512,AMERICAN EXPRESS COMPANY,Mortgage,0
2513,AMERICAN EXPRESS COMPANY,Mortgage,1
2514,AMERICAN EXPRESS COMPANY,Mortgage,1
2515,AMERICAN EXPRESS COMPANY,Mortgage,0
2516,AMERICAN EXPRESS COMPANY,Mortgage,0
2517,AMERICAN EXPRESS COMPANY,Mortgage,0
2518,AMERICAN EXPRESS COMPANY,Mortgage,0
2519,AMERICAN EXPRESS COMPANY,Mortgage,0
2520,AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",37
2521,AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",0
2522,AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",13
2523,AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",6
2524,AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",0
2525,AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",0
2526,AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",0
2527,AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",0
2528,AMERICAN EXPRESS COMPANY,"Payday loan, title loan, or personal loan",0
2529,AMERICAN EXPRESS COMPANY,Bank account or service,289
2530,AMERICAN EXPRESS COMPANY,Bank account or service,0
2531,AMERICAN EXPRESS COMPANY,Bank account or service,118
2532,AMERICAN EXPRESS COMPANY,Bank account or service,31
2533,AMERICAN EXPRESS COMPANY,Bank account or service,0
2534,AMERICAN EXPRESS COMPANY,Bank account or service,2
2535,AMERICAN EXPRESS COMPANY,Bank account or service,4
2536,AMERICAN EXPRESS COMPANY,Bank account or service,3
2537,AMERICAN EXPRESS COMPANY,Bank account or service,0
2538,AMERICAN EXPRESS COMPANY,Credit card,4442
2539,AMERICAN EXPRESS COMPANY,Credit card,0
2540,AMERICAN EXPRESS COMPANY,Credit card,1115
2541,AMERICAN EXPRESS COMPANY,Credit card,777
2542,AMERICAN EXPRESS COMPANY,Credit card,0
2543,AMERICAN EXPRESS COMPANY,Credit card,12
2544,AMERICAN EXPRESS COMPANY,Credit card,246
2545,AMERICAN EXPRESS COMPANY,Credit card,77
2546,AMERICAN EXPRESS COMPANY,Credit card,0
2547,AMERICAN EXPRESS COMPANY,Credit reporting,38
2548,AMERICAN EXPRESS COMPANY,Credit reporting,0
2549,AMERICAN EXPRESS COMPANY,Credit reporting,2
2550,AMERICAN EXPRESS COMPANY,Credit reporting,14
2551,AMERICAN EXPRESS COMPANY,Credit reporting,0
2552,AMERICAN EXPRESS COMPANY,Credit reporting,0
2553,AMERICAN EXPRESS COMPANY,Credit reporting,0
2554,AMERICAN EXPRESS COMPANY,Credit reporting,0
2555,AMERICAN EXPRESS COMPANY,Credit reporting,0
2556,AMERICAN EXPRESS COMPANY,Consumer Loan,13
2557,AMERICAN EXPRESS COMPANY,Consumer Loan,0
2558,AMERICAN EXPRESS COMPANY,Consumer Loan,3
2559,AMERICAN EXPRESS COMPANY,Consumer Loan,1
2560,AMERICAN EXPRESS COMPANY,Consumer Loan,0
2561,AMERICAN EXPRESS COMPANY,Consumer Loan,0
2562,AMERICAN EXPRESS COMPANY,Consumer Loan,0
2563,AMERICAN EXPRESS COMPANY,Consumer Loan,0
2564,AMERICAN EXPRESS COMPANY,Consumer Loan,0
2565,AMERICAN EXPRESS COMPANY,Prepaid card,400
2566,AMERICAN EXPRESS COMPANY,Prepaid card,0
2567,AMERICAN EXPRESS COMPANY,Prepaid card,202
2568,AMERICAN EXPRESS COMPANY,Prepaid card,34
2569,AMERICAN EXPRESS COMPANY,Prepaid card,0
2570,AMERICAN EXPRESS COMPANY,Prepaid card,2
2571,AMERICAN EXPRESS COMPANY,Prepaid card,0
2572,AMERICAN EXPRESS COMPANY,Prepaid card,0
2573,AMERICAN EXPRESS COMPANY,Prepaid card,0
2574,AMERICAN EXPRESS COMPANY,Money transfers,8
2575,AMERICAN EXPRESS COMPANY,Money transfers,0
2576,AMERICAN EXPRESS COMPANY,Money transfers,3
2577,AMERICAN EXPRESS COMPANY,Money transfers,0
2578,AMERICAN EXPRESS COMPANY,Money transfers,0
2579,AMERICAN EXPRESS COMPANY,Money transfers,0
2580,AMERICAN EXPRESS COMPANY,Money transfers,0
2581,AMERICAN EXPRESS COMPANY,Money transfers,0
2582,AMERICAN EXPRESS COMPANY,Money transfers,0
2583,AMERICAN EXPRESS COMPANY,Other financial service,18
2584,AMERICAN EXPRESS COMPANY,Other financial service,0
2585,AMERICAN EXPRESS COMPANY,Other financial service,3
2586,AMERICAN EXPRESS COMPANY,Other financial service,0
2587,AMERICAN EXPRESS COMPANY,Other financial service,0
2588,AMERICAN EXPRESS COMPANY,Other financial service,0
2589,AMERICAN EXPRESS COMPANY,Other financial service,0
2590,AMERICAN EXPRESS COMPANY,Other financial service,0
2591,AMERICAN EXPRESS COMPANY,Other financial service,0
2592,AMERICAN EXPRESS COMPANY,Payday loan,0
2593,AMERICAN EXPRESS COMPANY,Payday loan,0
2594,AMERICAN EXPRESS COMPANY,Payday loan,0
2595,AMERICAN EXPRESS COMPANY,Payday loan,0
2596,AMERICAN EXPRESS COMPANY,Payday loan,0
2597,AMERICAN EXPRESS COMPANY,Payday loan,0
2598,AMERICAN EXPRESS COMPANY,Payday loan,0
2599,AMERICAN EXPRESS COMPANY,Payday loan,0
2600,AMERICAN EXPRESS COMPANY,Payday loan,0
2601,NATIONSTAR MORTGAGE,Checking or savings account,10
2602,NATIONSTAR MORTGAGE,Checking or savings account,0
2603,NATIONSTAR MORTGAGE,Checking or savings account,0
2604,NATIONSTAR MORTGAGE,Checking or savings account,0
