,Company,Product,Total Company response to consumer Complaints
4296,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,65
4297,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,0
4298,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,0
4299,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,0
4300,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,0
4301,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,0
4302,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",219089
4303,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",20046
4304,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",415
4305,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",50621
4306,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",1
4307,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
4308,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
4309,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
4310,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
4311,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,5444
4312,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,224
4313,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,0
4314,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,836
4315,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,0
4316,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,0
4317,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,0
4318,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,0
4319,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,0
4320,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",11
4321,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",0
4322,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",4
4323,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",2
4324,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",0
4325,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",0
4326,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",0
4327,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",0
4328,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",0
4329,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,57
4330,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,7
4331,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,0
4332,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,14
4333,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,0
4334,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,0
4335,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,0
4336,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,0
4337,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,0
4338,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,71
4339,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,14
4340,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,0
4341,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,24
4342,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,0
4343,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,0
4344,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,0
4345,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,0
4346,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,0
4347,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,80
4348,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,2
4349,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,0
4350,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,17
4351,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,0
4352,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,0
4353,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,0
4354,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,0
4355,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,0
4356,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",33
4357,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",3
4358,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",0
4359,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",12
4360,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",0
4361,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",0
4362,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",0
4363,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",0
4364,"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",0
4365,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,7
4366,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,0
4367,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,2
4368,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,4
4369,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,0
4370,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,0
4371,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,0
4372,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,0
4373,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,0
4374,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,12
4375,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,0
4376,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,2
4377,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,6
4378,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,0
4379,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,0
4380,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,0
4381,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,0
4382,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,0
4383,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,29410
4384,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,0
4385,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,130
4386,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,10260
4387,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,0
4388,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,21
4389,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,0
4390,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,0
4391,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,0
4392,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,22
4393,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,0
4394,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,0
4395,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,6
4396,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,0
4397,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,0
4398,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,0
4399,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,0
4400,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,0
4401,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
4402,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
4403,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
4404,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
4405,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
4406,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
4407,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
4408,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
4409,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
4410,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
4411,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
4412,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
4413,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
4414,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
4415,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
4416,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
4417,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
4418,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
4419,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,1
4420,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
4421,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
4422,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
4423,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
4424,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
4425,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
4426,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
4427,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
4428,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,1
4429,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
4430,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
4431,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
4432,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
4433,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
4434,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
4435,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
4436,"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
4437,"EQUIFAX, INC.",Checking or savings account,18
4438,"EQUIFAX, INC.",Checking or savings account,1
4439,"EQUIFAX, INC.",Checking or savings account,0
4440,"EQUIFAX, INC.",Checking or savings account,0
4441,"EQUIFAX, INC.",Checking or savings account,0
4442,"EQUIFAX, INC.",Checking or savings account,0
4443,"EQUIFAX, INC.",Checking or savings account,0
4444,"EQUIFAX, INC.",Checking or savings account,0
4445,"EQUIFAX, INC.",Checking or savings account,0
4446,"EQUIFAX, INC.",Credit card or prepaid card,326
4447,"EQUIFAX, INC.",Credit card or prepaid card,2
4448,"EQUIFAX, INC.",Credit card or prepaid card,0
4449,"EQUIFAX, INC.",Credit card or prepaid card,32
4450,"EQUIFAX, INC.",Credit card or prepaid card,0
4451,"EQUIFAX, INC.",Credit card or prepaid card,0
4452,"EQUIFAX, INC.",Credit card or prepaid card,0
4453,"EQUIFAX, INC.",Credit card or prepaid card,0
4454,"EQUIFAX, INC.",Credit card or prepaid card,0
4455,"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",353847
4456,"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",4076
4457,"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",16
4458,"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",19476
4459,"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",1
4460,"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
4461,"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
4462,"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
4463,"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
4464,"EQUIFAX, INC.",Debt collection,6452
4465,"EQUIFAX, INC.",Debt collection,43
4466,"EQUIFAX, INC.",Debt collection,0
4467,"EQUIFAX, INC.",Debt collection,484
4468,"EQUIFAX, INC.",Debt collection,0
4469,"EQUIFAX, INC.",Debt collection,0
4470,"EQUIFAX, INC.",Debt collection,0
4471,"EQUIFAX, INC.",Debt collection,0
4472,"EQUIFAX, INC.",Debt collection,0
4473,"EQUIFAX, INC.","Money transfer, virtual currency, or money service",12
4474,"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
4475,"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
4476,"EQUIFAX, INC.","Money transfer, virtual currency, or money service",1
4477,"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
4478,"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
4479,"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
4480,"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
4481,"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
4482,"EQUIFAX, INC.",Student loan,74
4483,"EQUIFAX, INC.",Student loan,0
4484,"EQUIFAX, INC.",Student loan,0
4485,"EQUIFAX, INC.",Student loan,4
4486,"EQUIFAX, INC.",Student loan,0
4487,"EQUIFAX, INC.",Student loan,0
4488,"EQUIFAX, INC.",Student loan,0
4489,"EQUIFAX, INC.",Student loan,0
4490,"EQUIFAX, INC.",Student loan,0
4491,"EQUIFAX, INC.",Vehicle loan or lease,88
4492,"EQUIFAX, INC.",Vehicle loan or lease,1
4493,"EQUIFAX, INC.",Vehicle loan or lease,0
4494,"EQUIFAX, INC.",Vehicle loan or lease,6
4495,"EQUIFAX, INC.",Vehicle loan or lease,0
4496,"EQUIFAX, INC.",Vehicle loan or lease,0
4497,"EQUIFAX, INC.",Vehicle loan or lease,0
4498,"EQUIFAX, INC.",Vehicle loan or lease,0
4499,"EQUIFAX, INC.",Vehicle loan or lease,0
4500,"EQUIFAX, INC.",Mortgage,127
4501,"EQUIFAX, INC.",Mortgage,1
4502,"EQUIFAX, INC.",Mortgage,0
4503,"EQUIFAX, INC.",Mortgage,9
4504,"EQUIFAX, INC.",Mortgage,0
4505,"EQUIFAX, INC.",Mortgage,0
4506,"EQUIFAX, INC.",Mortgage,0
4507,"EQUIFAX, INC.",Mortgage,0
4508,"EQUIFAX, INC.",Mortgage,0
4509,"EQUIFAX, INC.","Payday loan, title loan, or personal loan",36
4510,"EQUIFAX, INC.","Payday loan, title loan, or personal loan",0
4511,"EQUIFAX, INC.","Payday loan, title loan, or personal loan",0
4512,"EQUIFAX, INC.","Payday loan, title loan, or personal loan",1
4513,"EQUIFAX, INC.","Payday loan, title loan, or personal loan",0
4514,"EQUIFAX, INC.","Payday loan, title loan, or personal loan",0
4515,"EQUIFAX, INC.","Payday loan, title loan, or personal loan",0
4516,"EQUIFAX, INC.","Payday loan, title loan, or personal loan",0
4517,"EQUIFAX, INC.","Payday loan, title loan, or personal loan",0
4518,"EQUIFAX, INC.",Bank account or service,13
4519,"EQUIFAX, INC.",Bank account or service,0
4520,"EQUIFAX, INC.",Bank account or service,0
4521,"EQUIFAX, INC.",Bank account or service,1
4522,"EQUIFAX, INC.",Bank account or service,0
4523,"EQUIFAX, INC.",Bank account or service,0
4524,"EQUIFAX, INC.",Bank account or service,0
4525,"EQUIFAX, INC.",Bank account or service,0
4526,"EQUIFAX, INC.",Bank account or service,0
4527,"EQUIFAX, INC.",Credit card,35
4528,"EQUIFAX, INC.",Credit card,0
4529,"EQUIFAX, INC.",Credit card,1
4530,"EQUIFAX, INC.",Credit card,10
4531,"EQUIFAX, INC.",Credit card,0
4532,"EQUIFAX, INC.",Credit card,0
4533,"EQUIFAX, INC.",Credit card,0
4534,"EQUIFAX, INC.",Credit card,0
4535,"EQUIFAX, INC.",Credit card,0
4536,"EQUIFAX, INC.",Credit reporting,39060
4537,"EQUIFAX, INC.",Credit reporting,0
4538,"EQUIFAX, INC.",Credit reporting,30
4539,"EQUIFAX, INC.",Credit reporting,8960
4540,"EQUIFAX, INC.",Credit reporting,0
4541,"EQUIFAX, INC.",Credit reporting,78
4542,"EQUIFAX, INC.",Credit reporting,0
4543,"EQUIFAX, INC.",Credit reporting,0
4544,"EQUIFAX, INC.",Credit reporting,0
4545,"EQUIFAX, INC.",Consumer Loan,49
4546,"EQUIFAX, INC.",Consumer Loan,0
4547,"EQUIFAX, INC.",Consumer Loan,0
4548,"EQUIFAX, INC.",Consumer Loan,6
4549,"EQUIFAX, INC.",Consumer Loan,0
4550,"EQUIFAX, INC.",Consumer Loan,0
4551,"EQUIFAX, INC.",Consumer Loan,0
4552,"EQUIFAX, INC.",Consumer Loan,0
4553,"EQUIFAX, INC.",Consumer Loan,0
4554,"EQUIFAX, INC.",Prepaid card,1
4555,"EQUIFAX, INC.",Prepaid card,0
4556,"EQUIFAX, INC.",Prepaid card,0
4557,"EQUIFAX, INC.",Prepaid card,0
4558,"EQUIFAX, INC.",Prepaid card,0
4559,"EQUIFAX, INC.",Prepaid card,0
4560,"EQUIFAX, INC.",Prepaid card,0
4561,"EQUIFAX, INC.",Prepaid card,0
4562,"EQUIFAX, INC.",Prepaid card,0
4563,"EQUIFAX, INC.",Money transfers,0
4564,"EQUIFAX, INC.",Money transfers,0
4565,"EQUIFAX, INC.",Money transfers,0
4566,"EQUIFAX, INC.",Money transfers,0
4567,"EQUIFAX, INC.",Money transfers,0
4568,"EQUIFAX, INC.",Money transfers,0
4569,"EQUIFAX, INC.",Money transfers,0
4570,"EQUIFAX, INC.",Money transfers,0
4571,"EQUIFAX, INC.",Money transfers,0
4572,"EQUIFAX, INC.",Other financial service,3
4573,"EQUIFAX, INC.",Other financial service,0
4574,"EQUIFAX, INC.",Other financial service,0
4575,"EQUIFAX, INC.",Other financial service,0
4576,"EQUIFAX, INC.",Other financial service,0
4577,"EQUIFAX, INC.",Other financial service,0
4578,"EQUIFAX, INC.",Other financial service,0
4579,"EQUIFAX, INC.",Other financial service,0
4580,"EQUIFAX, INC.",Other financial service,0
4581,"EQUIFAX, INC.",Payday loan,0
4582,"EQUIFAX, INC.",Payday loan,0
4583,"EQUIFAX, INC.",Payday loan,0
4584,"EQUIFAX, INC.",Payday loan,0
4585,"EQUIFAX, INC.",Payday loan,0
4586,"EQUIFAX, INC.",Payday loan,0
4587,"EQUIFAX, INC.",Payday loan,0
