Company,Product,Total Complaints
CAPITAL ONE FINANCIAL CORPORATION,Payday loan,0
CAPITAL ONE FINANCIAL CORPORATION,Payday loan,0
CAPITAL ONE FINANCIAL CORPORATION,Payday loan,2
"CITIBANK, N.A.",Checking or savings account,0
"CITIBANK, N.A.",Checking or savings account,302
"CITIBANK, N.A.",Checking or savings account,508
"CITIBANK, N.A.",Checking or savings account,101
"CITIBANK, N.A.",Credit card or prepaid card,0
"CITIBANK, N.A.",Credit card or prepaid card,1414
"CITIBANK, N.A.",Credit card or prepaid card,1719
"CITIBANK, N.A.",Credit card or prepaid card,514
"CITIBANK, N.A.","Credit reporting, credit repair services, or other personal consumer reports",0
"CITIBANK, N.A.","Credit reporting, credit repair services, or other personal consumer reports",537
"CITIBANK, N.A.","Credit reporting, credit repair services, or other personal consumer reports",199
"CITIBANK, N.A.","Credit reporting, credit repair services, or other personal consumer reports",73
"CITIBANK, N.A.",Debt collection,0
"CITIBANK, N.A.",Debt collection,483
"CITIBANK, N.A.",Debt collection,469
"CITIBANK, N.A.",Debt collection,122
"CITIBANK, N.A.","Money transfer, virtual currency, or money service",0
"CITIBANK, N.A.","Money transfer, virtual currency, or money service",30
"CITIBANK, N.A.","Money transfer, virtual currency, or money service",78
"CITIBANK, N.A.","Money transfer, virtual currency, or money service",20
"CITIBANK, N.A.",Student loan,0
"CITIBANK, N.A.",Student loan,22
"CITIBANK, N.A.",Student loan,9
"CITIBANK, N.A.",Student loan,1
"CITIBANK, N.A.",Vehicle loan or lease,0
"CITIBANK, N.A.",Vehicle loan or lease,3
"CITIBANK, N.A.",Vehicle loan or lease,2
"CITIBANK, N.A.",Vehicle loan or lease,0
"CITIBANK, N.A.",Mortgage,0
"CITIBANK, N.A.",Mortgage,417
"CITIBANK, N.A.",Mortgage,903
"CITIBANK, N.A.",Mortgage,117
"CITIBANK, N.A.","Payday loan, title loan, or personal loan",0
"CITIBANK, N.A.","Payday loan, title loan, or personal loan",10
"CITIBANK, N.A.","Payday loan, title loan, or personal loan",10
"CITIBANK, N.A.","Payday loan, title loan, or personal loan",2
"CITIBANK, N.A.",Bank account or service,0
"CITIBANK, N.A.",Bank account or service,98
"CITIBANK, N.A.",Bank account or service,342
"CITIBANK, N.A.",Bank account or service,38
"CITIBANK, N.A.",Credit card,0
"CITIBANK, N.A.",Credit card,454
"CITIBANK, N.A.",Credit card,1974
"CITIBANK, N.A.",Credit card,171
"CITIBANK, N.A.",Credit reporting,0
"CITIBANK, N.A.",Credit reporting,15
"CITIBANK, N.A.",Credit reporting,22
"CITIBANK, N.A.",Credit reporting,3
"CITIBANK, N.A.",Consumer Loan,0
"CITIBANK, N.A.",Consumer Loan,56
"CITIBANK, N.A.",Consumer Loan,82
"CITIBANK, N.A.",Consumer Loan,33
"CITIBANK, N.A.",Prepaid card,0
"CITIBANK, N.A.",Prepaid card,17
"CITIBANK, N.A.",Prepaid card,12
"CITIBANK, N.A.",Prepaid card,2
"CITIBANK, N.A.",Money transfers,0
"CITIBANK, N.A.",Money transfers,2
"CITIBANK, N.A.",Money transfers,10
"CITIBANK, N.A.",Money transfers,1
"CITIBANK, N.A.",Other financial service,0
"CITIBANK, N.A.",Other financial service,1
"CITIBANK, N.A.",Other financial service,4
"CITIBANK, N.A.",Other financial service,0
"CITIBANK, N.A.",Payday loan,0
"CITIBANK, N.A.",Payday loan,0
"CITIBANK, N.A.",Payday loan,2
"CITIBANK, N.A.",Payday loan,1
JPMORGAN CHASE & CO.,Checking or savings account,0
JPMORGAN CHASE & CO.,Checking or savings account,831
JPMORGAN CHASE & CO.,Checking or savings account,927
JPMORGAN CHASE & CO.,Checking or savings account,271
JPMORGAN CHASE & CO.,Credit card or prepaid card,0
JPMORGAN CHASE & CO.,Credit card or prepaid card,923
JPMORGAN CHASE & CO.,Credit card or prepaid card,1019
JPMORGAN CHASE & CO.,Credit card or prepaid card,279
JPMORGAN CHASE & CO.,"Credit reporting, credit repair services, or other personal consumer reports",0
JPMORGAN CHASE & CO.,"Credit reporting, credit repair services, or other personal consumer reports",517
JPMORGAN CHASE & CO.,"Credit reporting, credit repair services, or other personal consumer reports",169
JPMORGAN CHASE & CO.,"Credit reporting, credit repair services, or other personal consumer reports",42
JPMORGAN CHASE & CO.,Debt collection,0
JPMORGAN CHASE & CO.,Debt collection,228
JPMORGAN CHASE & CO.,Debt collection,242
JPMORGAN CHASE & CO.,Debt collection,51
JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",0
JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",131
JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",165
JPMORGAN CHASE & CO.,"Money transfer, virtual currency, or money service",37
JPMORGAN CHASE & CO.,Student loan,0
JPMORGAN CHASE & CO.,Student loan,49
JPMORGAN CHASE & CO.,Student loan,20
JPMORGAN CHASE & CO.,Student loan,1
JPMORGAN CHASE & CO.,Vehicle loan or lease,0
JPMORGAN CHASE & CO.,Vehicle loan or lease,101
JPMORGAN CHASE & CO.,Vehicle loan or lease,42
JPMORGAN CHASE & CO.,Vehicle loan or lease,15
JPMORGAN CHASE & CO.,Mortgage,0
JPMORGAN CHASE & CO.,Mortgage,982
JPMORGAN CHASE & CO.,Mortgage,2087
JPMORGAN CHASE & CO.,Mortgage,321
JPMORGAN CHASE & CO.,"Payday loan, title loan, or personal loan",0
JPMORGAN CHASE & CO.,"Payday loan, title loan, or personal loan",16
JPMORGAN CHASE & CO.,"Payday loan, title loan, or personal loan",14
JPMORGAN CHASE & CO.,"Payday loan, title loan, or personal loan",5
JPMORGAN CHASE & CO.,Bank account or service,0
JPMORGAN CHASE & CO.,Bank account or service,270
JPMORGAN CHASE & CO.,Bank account or service,892
JPMORGAN CHASE & CO.,Bank account or service,110
JPMORGAN CHASE & CO.,Credit card,0
JPMORGAN CHASE & CO.,Credit card,267
JPMORGAN CHASE & CO.,Credit card,1164
JPMORGAN CHASE & CO.,Credit card,98
JPMORGAN CHASE & CO.,Credit reporting,0
JPMORGAN CHASE & CO.,Credit reporting,9
JPMORGAN CHASE & CO.,Credit reporting,26
JPMORGAN CHASE & CO.,Credit reporting,1
JPMORGAN CHASE & CO.,Consumer Loan,0
JPMORGAN CHASE & CO.,Consumer Loan,41
JPMORGAN CHASE & CO.,Consumer Loan,99
JPMORGAN CHASE & CO.,Consumer Loan,19
JPMORGAN CHASE & CO.,Prepaid card,0
JPMORGAN CHASE & CO.,Prepaid card,2
JPMORGAN CHASE & CO.,Prepaid card,2
JPMORGAN CHASE & CO.,Prepaid card,1
JPMORGAN CHASE & CO.,Money transfers,0
JPMORGAN CHASE & CO.,Money transfers,4
JPMORGAN CHASE & CO.,Money transfers,26
JPMORGAN CHASE & CO.,Money transfers,5
JPMORGAN CHASE & CO.,Other financial service,0
JPMORGAN CHASE & CO.,Other financial service,3
JPMORGAN CHASE & CO.,Other financial service,7
JPMORGAN CHASE & CO.,Other financial service,1
JPMORGAN CHASE & CO.,Payday loan,0
JPMORGAN CHASE & CO.,Payday loan,0
JPMORGAN CHASE & CO.,Payday loan,0
JPMORGAN CHASE & CO.,Payday loan,0
WELLS FARGO & COMPANY,Checking or savings account,0
WELLS FARGO & COMPANY,Checking or savings account,737
WELLS FARGO & COMPANY,Checking or savings account,947
WELLS FARGO & COMPANY,Checking or savings account,241
WELLS FARGO & COMPANY,Credit card or prepaid card,0
WELLS FARGO & COMPANY,Credit card or prepaid card,320
WELLS FARGO & COMPANY,Credit card or prepaid card,334
WELLS FARGO & COMPANY,Credit card or prepaid card,87
WELLS FARGO & COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",0
WELLS FARGO & COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",483
WELLS FARGO & COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",133
WELLS FARGO & COMPANY,"Credit reporting, credit repair services, or other personal consumer reports",48
WELLS FARGO & COMPANY,Debt collection,0
WELLS FARGO & COMPANY,Debt collection,266
WELLS FARGO & COMPANY,Debt collection,174
WELLS FARGO & COMPANY,Debt collection,39
WELLS FARGO & COMPANY,"Money transfer, virtual currency, or money service",0
WELLS FARGO & COMPANY,"Money transfer, virtual currency, or money service",145
WELLS FARGO & COMPANY,"Money transfer, virtual currency, or money service",172
WELLS FARGO & COMPANY,"Money transfer, virtual currency, or money service",51
WELLS FARGO & COMPANY,Student loan,0
WELLS FARGO & COMPANY,Student loan,122
WELLS FARGO & COMPANY,Student loan,51
WELLS FARGO & COMPANY,Student loan,9
WELLS FARGO & COMPANY,Vehicle loan or lease,0
WELLS FARGO & COMPANY,Vehicle loan or lease,128
WELLS FARGO & COMPANY,Vehicle loan or lease,54
WELLS FARGO & COMPANY,Vehicle loan or lease,17
WELLS FARGO & COMPANY,Mortgage,0
WELLS FARGO & COMPANY,Mortgage,2241
WELLS FARGO & COMPANY,Mortgage,3508
WELLS FARGO & COMPANY,Mortgage,645
WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",0
WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",43
WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",54
WELLS FARGO & COMPANY,"Payday loan, title loan, or personal loan",27
WELLS FARGO & COMPANY,Bank account or service,0
WELLS FARGO & COMPANY,Bank account or service,462
WELLS FARGO & COMPANY,Bank account or service,1426
WELLS FARGO & COMPANY,Bank account or service,214
WELLS FARGO & COMPANY,Credit card,0
WELLS FARGO & COMPANY,Credit card,114
WELLS FARGO & COMPANY,Credit card,427
WELLS FARGO & COMPANY,Credit card,51
WELLS FARGO & COMPANY,Credit reporting,0
WELLS FARGO & COMPANY,Credit reporting,7
WELLS FARGO & COMPANY,Credit reporting,11
WELLS FARGO & COMPANY,Credit reporting,0
WELLS FARGO & COMPANY,Consumer Loan,0
WELLS FARGO & COMPANY,Consumer Loan,158
WELLS FARGO & COMPANY,Consumer Loan,206
WELLS FARGO & COMPANY,Consumer Loan,59
WELLS FARGO & COMPANY,Prepaid card,0
WELLS FARGO & COMPANY,Prepaid card,1
WELLS FARGO & COMPANY,Prepaid card,3
WELLS FARGO & COMPANY,Prepaid card,2
WELLS FARGO & COMPANY,Money transfers,0
WELLS FARGO & COMPANY,Money transfers,6
WELLS FARGO & COMPANY,Money transfers,42
WELLS FARGO & COMPANY,Money transfers,2
WELLS FARGO & COMPANY,Other financial service,0
WELLS FARGO & COMPANY,Other financial service,6
WELLS FARGO & COMPANY,Other financial service,7
WELLS FARGO & COMPANY,Other financial service,1
WELLS FARGO & COMPANY,Payday loan,0
WELLS FARGO & COMPANY,Payday loan,7
WELLS FARGO & COMPANY,Payday loan,2
WELLS FARGO & COMPANY,Payday loan,1
"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,867
"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,1017
"BANK OF AMERICA, NATIONAL ASSOCIATION",Checking or savings account,253
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,613
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,973
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card or prepaid card,220
"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",0
"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",404
"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",164
"BANK OF AMERICA, NATIONAL ASSOCIATION","Credit reporting, credit repair services, or other personal consumer reports",47
"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,252
"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,259
"BANK OF AMERICA, NATIONAL ASSOCIATION",Debt collection,57
"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",0
"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",105
"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",165
"BANK OF AMERICA, NATIONAL ASSOCIATION","Money transfer, virtual currency, or money service",36
"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,2
"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,8
"BANK OF AMERICA, NATIONAL ASSOCIATION",Student loan,1
"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,32
"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,24
"BANK OF AMERICA, NATIONAL ASSOCIATION",Vehicle loan or lease,9
"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,1816
"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,3336
"BANK OF AMERICA, NATIONAL ASSOCIATION",Mortgage,556
"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",0
"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",15
"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",31
"BANK OF AMERICA, NATIONAL ASSOCIATION","Payday loan, title loan, or personal loan",9
"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,423
"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,1199
"BANK OF AMERICA, NATIONAL ASSOCIATION",Bank account or service,164
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,244
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,1107
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit card,92
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,1
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,14
"BANK OF AMERICA, NATIONAL ASSOCIATION",Credit reporting,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,33
"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,74
"BANK OF AMERICA, NATIONAL ASSOCIATION",Consumer Loan,17
"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,1
"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,4
"BANK OF AMERICA, NATIONAL ASSOCIATION",Prepaid card,3
"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,9
"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,39
"BANK OF AMERICA, NATIONAL ASSOCIATION",Money transfers,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,4
"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,7
"BANK OF AMERICA, NATIONAL ASSOCIATION",Other financial service,4
"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,0
"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,1
"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,3
"BANK OF AMERICA, NATIONAL ASSOCIATION",Payday loan,0
Experian Information Solutions Inc.,Checking or savings account,0
Experian Information Solutions Inc.,Checking or savings account,2
Experian Information Solutions Inc.,Checking or savings account,4
Experian Information Solutions Inc.,Checking or savings account,0
Experian Information Solutions Inc.,Credit card or prepaid card,0
Experian Information Solutions Inc.,Credit card or prepaid card,26
Experian Information Solutions Inc.,Credit card or prepaid card,23
Experian Information Solutions Inc.,Credit card or prepaid card,12
Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",0
Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",15541
Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",3693
Experian Information Solutions Inc.,"Credit reporting, credit repair services, or other personal consumer reports",1286
Experian Information Solutions Inc.,Debt collection,0
Experian Information Solutions Inc.,Debt collection,246
Experian Information Solutions Inc.,Debt collection,43
Experian Information Solutions Inc.,Debt collection,13
Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",0
Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",4
Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",2
Experian Information Solutions Inc.,"Money transfer, virtual currency, or money service",0
Experian Information Solutions Inc.,Student loan,0
Experian Information Solutions Inc.,Student loan,6
Experian Information Solutions Inc.,Student loan,1
Experian Information Solutions Inc.,Student loan,1
Experian Information Solutions Inc.,Vehicle loan or lease,0
Experian Information Solutions Inc.,Vehicle loan or lease,11
Experian Information Solutions Inc.,Vehicle loan or lease,7
Experian Information Solutions Inc.,Vehicle loan or lease,0
Experian Information Solutions Inc.,Mortgage,0
Experian Information Solutions Inc.,Mortgage,11
Experian Information Solutions Inc.,Mortgage,15
Experian Information Solutions Inc.,Mortgage,10
Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",0
Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",7
Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",0
Experian Information Solutions Inc.,"Payday loan, title loan, or personal loan",2
Experian Information Solutions Inc.,Bank account or service,0
Experian Information Solutions Inc.,Bank account or service,1
Experian Information Solutions Inc.,Bank account or service,4
Experian Information Solutions Inc.,Bank account or service,0
Experian Information Solutions Inc.,Credit card,0
Experian Information Solutions Inc.,Credit card,3
Experian Information Solutions Inc.,Credit card,8
Experian Information Solutions Inc.,Credit card,2
Experian Information Solutions Inc.,Credit reporting,0
Experian Information Solutions Inc.,Credit reporting,1838
Experian Information Solutions Inc.,Credit reporting,3433
Experian Information Solutions Inc.,Credit reporting,274
Experian Information Solutions Inc.,Consumer Loan,0
Experian Information Solutions Inc.,Consumer Loan,2
Experian Information Solutions Inc.,Consumer Loan,5
Experian Information Solutions Inc.,Consumer Loan,2
Experian Information Solutions Inc.,Prepaid card,0
Experian Information Solutions Inc.,Prepaid card,0
Experian Information Solutions Inc.,Prepaid card,0
Experian Information Solutions Inc.,Prepaid card,0
Experian Information Solutions Inc.,Money transfers,0
Experian Information Solutions Inc.,Money transfers,0
Experian Information Solutions Inc.,Money transfers,0
Experian Information Solutions Inc.,Money transfers,0
Experian Information Solutions Inc.,Other financial service,0
Experian Information Solutions Inc.,Other financial service,2
Experian Information Solutions Inc.,Other financial service,0
Experian Information Solutions Inc.,Other financial service,0
Experian Information Solutions Inc.,Payday loan,0
Experian Information Solutions Inc.,Payday loan,0
Experian Information Solutions Inc.,Payday loan,0
Experian Information Solutions Inc.,Payday loan,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,3
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,2
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Checking or savings account,1
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,20
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,10
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card or prepaid card,7
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",14960
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",2968
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Credit reporting, credit repair services, or other personal consumer reports",965
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,219
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,26
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Debt collection,10
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",5
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Money transfer, virtual currency, or money service",0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,7
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Student loan,1
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,7
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,9
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Vehicle loan or lease,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,4
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,9
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Mortgage,7
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",5
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",1
"TRANSUNION INTERMEDIATE HOLDINGS, INC.","Payday loan, title loan, or personal loan",1
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,3
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Bank account or service,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,4
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit card,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,1606
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,3088
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Credit reporting,251
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,2
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,3
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Consumer Loan,2
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Prepaid card,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Money transfers,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Other financial service,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
"TRANSUNION INTERMEDIATE HOLDINGS, INC.",Payday loan,0
"EQUIFAX, INC.",Checking or savings account,0
"EQUIFAX, INC.",Checking or savings account,1
"EQUIFAX, INC.",Checking or savings account,1
"EQUIFAX, INC.",Checking or savings account,1
"EQUIFAX, INC.",Credit card or prepaid card,0
"EQUIFAX, INC.",Credit card or prepaid card,21
"EQUIFAX, INC.",Credit card or prepaid card,11
"EQUIFAX, INC.",Credit card or prepaid card,6
"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",0
"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",16437
"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",3454
"EQUIFAX, INC.","Credit reporting, credit repair services, or other personal consumer reports",1211
"EQUIFAX, INC.",Debt collection,0
"EQUIFAX, INC.",Debt collection,219
"EQUIFAX, INC.",Debt collection,37
"EQUIFAX, INC.",Debt collection,10
"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
"EQUIFAX, INC.","Money transfer, virtual currency, or money service",3
"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
"EQUIFAX, INC.","Money transfer, virtual currency, or money service",0
"EQUIFAX, INC.",Student loan,0
"EQUIFAX, INC.",Student loan,3
"EQUIFAX, INC.",Student loan,0
"EQUIFAX, INC.",Student loan,1
"EQUIFAX, INC.",Vehicle loan or lease,0
"EQUIFAX, INC.",Vehicle loan or lease,8
"EQUIFAX, INC.",Vehicle loan or lease,2
"EQUIFAX, INC.",Vehicle loan or lease,0
"EQUIFAX, INC.",Mortgage,0
"EQUIFAX, INC.",Mortgage,6
"EQUIFAX, INC.",Mortgage,12
"EQUIFAX, INC.",Mortgage,6
"EQUIFAX, INC.","Payday loan, title loan, or personal loan",0
"EQUIFAX, INC.","Payday loan, title loan, or personal loan",3
"EQUIFAX, INC.","Payday loan, title loan, or personal loan",2
"EQUIFAX, INC.","Payday loan, title loan, or personal loan",1
"EQUIFAX, INC.",Bank account or service,0
"EQUIFAX, INC.",Bank account or service,4
"EQUIFAX, INC.",Bank account or service,1
"EQUIFAX, INC.",Bank account or service,0
"EQUIFAX, INC.",Credit card,0
"EQUIFAX, INC.",Credit card,0
"EQUIFAX, INC.",Credit card,4
"EQUIFAX, INC.",Credit card,0
"EQUIFAX, INC.",Credit reporting,0
"EQUIFAX, INC.",Credit reporting,2125
"EQUIFAX, INC.",Credit reporting,3685
"EQUIFAX, INC.",Credit reporting,334
"EQUIFAX, INC.",Consumer Loan,0
"EQUIFAX, INC.",Consumer Loan,3
"EQUIFAX, INC.",Consumer Loan,7
"EQUIFAX, INC.",Consumer Loan,5
"EQUIFAX, INC.",Prepaid card,0
"EQUIFAX, INC.",Prepaid card,0
"EQUIFAX, INC.",Prepaid card,0
"EQUIFAX, INC.",Prepaid card,0
"EQUIFAX, INC.",Money transfers,0
"EQUIFAX, INC.",Money transfers,0
"EQUIFAX, INC.",Money transfers,0
"EQUIFAX, INC.",Money transfers,0
"EQUIFAX, INC.",Other financial service,0
"EQUIFAX, INC.",Other financial service,1
"EQUIFAX, INC.",Other financial service,0
"EQUIFAX, INC.",Other financial service,0
